,Title,IMDB_ID,Date_of_Release,Genre,Cast,Plot summary,IMDB Rating,IMDB Votes,Released_Year
3036,Namak,['0344098'],20 Dec 1996,"Action, Drama, Family","Sanjay Dutt, Farha Naaz, Sidhant Salaria","Gopal works as a servant with the Sharma family, which consists of Kedarnath, his wife: Shanti, daughters: Asha and Sunita, and son: Prabhat. Prabhat and Gopal are very friendly with each other. One day while playing with a loaded ri",4.1,51,1996
3037,Amba,['0099025'],10 Aug 1990,Family,"Shabana Azmi, Anil Kapoor, Meenakshi Sheshadri, Kiran Juneja","Prabha lives a wealthy lifestyle with her widowed dad, Thakur Jasbir Singh and brother Kunwar Ranvir. She receives a marriage proposal from equally wealthy Thakur Shamsher Singh, but ...",4.1,26,1990
3038,Pooja Ke Phool,['0156903'],N/A,"Musical, Drama, Family","Ashok Kumar, Mala Sinha, Dharmendra","Balraj (Dharmendra), affectionately called Raj, by his elder brother (Nana Palsikar) and sister Vija (Madhumati), is a student in college in the arts semester. As the family is not very rich, Raj decides to move from the hostel to th",7.0,42,1964
3039,Shikast,['0148842'],N/A,Drama,"Dilip Kumar, Nalini Jaywant, Durga Khote, K.N. Singh","After a seven year absence, Dr. Ram Singh returns to his village intending to sell his land and go back to the city. He finds that the peasants are being mistreated by the local landlord ...",7.0,40,1953
3040,Gopal Krishna,['0165805'],06 Jul 1979,Fantasy,"Sachin Pilgaonkar, Zarina Wahab, Manher Desai",Mathura is ruled by Kansa who claimed the throne by killing off seven of his nephews. The eighth child was whisked away to safety and grows up to become Lord Krishna.,6.9,33,1979
3041,Purnima,['0139548'],N/A,"Family, Romance","Dharmendra, Meena Kumari, Mehmood, Anita Guha",Orphaned Purnima lives a poor lifestyle with her maternal uncle and cruel aunt. She is in love with Prakash and both plan to marry soon. when she goes to meet Prakash at his place of ...,6.5,41,1965
3042,Strings of Passion,['1867064'],17 Jan 2014,Drama,"Zeenat Aman, Indrani Haldar, Shubh Mukherjee",Three college friends share their recent developments in their respective lives after three years of separation.,6.5,31,2014
3043,Adalat,['0075632'],07 Jan 1977,"Action, Drama, Family","Amitabh Bachchan, Waheeda Rehman, Neetu Singh","Simpleton and honest village farmer, Dharamchand alias Dharam is overjoyed when his wife, Radha gives birth to a baby boy who is christen with the name Raju. He comes to the rescue of three city-bred men, Ajit, Suresh and Sujit when ",6.4,285,1976
3044,Chhoti Si Mulaqat,['0061467'],N/A,"Drama, Romance","Vyjayanthimala, Uttam Kumar, Rajendra Nath, Shashikala","Shanker Choudhury's (Tarun Bose) mother (Pratima Devi), at the pleas of her dying husband, marries off his (Shanker's) daughter to a youth. Both the children are under-age and do not know ...",6.8,37,1967
3045,Aap Ki Parchhaiyan,['0233145'],N/A,"Drama, Family, Romance","Dharmendra, Supriya Choudhury, Vijayalaxmi, Shashikala","A family drama with a special focus on two generations of the Chopra family. Dinanath Chopra lives in a small tenement with his wife, and two sons Baldev, and Chandramohan. Dinanath ...",6.3,39,1964
3046,Phagun,['0070530'],N/A,"Drama, Family, Romance","Dharmendra, Waheeda Rehman, Jaya Bachchan","Shanta Dhamle lives a wealthy lifestyle in Bombay along with her dad, Shamrao, and mom, Ansuya. She incurs their displeasure when she falls in love and gets married to a poor and overly sensitive writer, Gopal, who moves in with them",7.3,59,1973
3047,Hum Se Hai Zamana,['0268373'],N/A,Action,"Mithun Chakraborty, Zeenat Aman, Danny Denzongpa, Kamal Kapoor",Multi-millionaire businessman Thakur throws his wife and young son out of his mansion and re-marries a younger woman. Meanwhile his workers headed by Kalicharan demand an increment in their...,6.0,47,1983
3048,Chor Ke Ghar Chor,['0246492'],24 Nov 1978,"Action, Comedy, Crime","Randhir Kapoor, Zeenat Aman, Ashok Kumar",The theft of Devi Maa's statuette jeopardizes the lives of a noble family.,6.8,34,1978
3049,Chhoti Bahen,['0255050'],N/A,Drama,"Balraj Sahni, Shyama, Rehman, Nanda","Chhoti Bahen is the story about the delicate but powerful bond of love. Rajendra and Shekhar lose their parents, and the all they have is each other, and their younger sister Meena. Though ...",6.6,35,1959
3050,Ayee Milan Ki Raat,['0404797'],26 Apr 1991,Romance,"Avinash Wadhawan, Shaheen, Anupam Kher","A Tantrik converts two lovers into a snake, one at sunset and one at sunrise.",6.2,40,1991
3051,Daulat,['11512522'],06 Apr 2020,"Drama, Thriller","Vanida Imran, Rashidi Ishak, Tony Eusoff","After losing the election, Suri plans to make her party win the next election using any means necessary.",6.0,91,2020
3052,Apne Dam Par,['0115558'],N/A,"Action, Drama","Mithun Chakraborty, Shilpa Shirodkar, Irfan Kamal, Shraddha Nigam","Ranjit Saxena is a proud but arrogant owner of a vast mansion, and immense wealth. He lives in this mansion with his wife (Reema Lagoo), her brother (Mushtaq Khan), his wife (Kunika), ...",5.8,40,1996
3053,Taxi Taxie,['0316733'],N/A,"Adventure, Comedy, Drama, Family","Amol Palekar, Zaheera, Reena Roy, Rama Vij","A good-hearted taxi-driver (Amol Palelar) goes out of his way to help his customers, and when times turn bad for him, and he has no one to turn to, his former customers come to assistance. ...",6.0,36,1977
3054,Sazaa,['0043997'],01 Jan 1951,"Drama, Family","Dev Anand, Nimmi, Shyama","While driving her car, Kamini (Shyama) runs over a young man (Dev Anand), who is seriously injured. She stops the car, and takes him to a hospital, where it takes several weeks for him to recover. Kamini visits him daily even while h",6.1,39,1951
3055,Chandi Sona,['0271421'],N/A,"Action, Thriller","Sanjay Khan, Parveen Babi, Prem Nath",Mayur and Rita do stage shows in Mauritius but dream of returning back to India where Rita wants to start her own family but financial conditions do not permit it.They find about tomb of Shahenshah Chandi Sona which is believed to co,5.8,42,1977
3056,Khooni Panja,['0455140'],N/A,Horror,"Anil Dhawan, Jagdeep, Javed Khan, Mac Mohan",Seema is murdered by her husband and her hand dismembered. This hand proceeds to capture the body of Pinky and systematically kills her entire in-law family in order to extract revenge on her husband who is killed by his brother Ajay.,6.0,23,1991
3057,Yeh Aag Kab Bujhegi,['0103304'],19 Apr 1991,Drama,"Sunil Dutt, Rekha, Kabir Bedi, Sheeba",A daughter-in-law is treated cruelly by her in-laws.,6.1,34,1991
3058,Tumhare Liye,['0158293'],N/A,N/A,"Sanjeev Kumar, Vidya Sinha, Ashok Kumar, Neelam Mehra","Gauri and Prakash are in love and get intimate. Their ways are separate, and Prakash must marry Renuka, as she meets his family's approval. Gauri gets pregnant as a result of this intimacy,...",5.9,28,1978
3059,Mummy Punjabi: Superman Ki Bhi Maa!!,['2066925'],31 Aug 2011,"Comedy, Drama","Kirron Kher, Kanwaljit Singh, Jackie Shroff",An eccentric woman's life undergoes many changes as she prepares for the marriage of her children.,4.9,40,2011
3060,Himmat Aur Mehanat,['0154589'],27 Nov 1987,"Action, Comedy, Drama","Jeetendra, Sridevi, Asrani, Bharat Bhushan","Nurse Jyoti gets hired by a wealthy male, Madan, wins his confidence, and is permitted to virtually run the entire household. When Madan's son, Vijay Kumar, returns from New York, he ...",5.0,42,1987
3061,Gawaahi,['0215789'],N/A,Mystery,"Zeenat Aman, Vikram Gokhale, Ashutosh Gowariker, Shekhar Kapur","Jhanvi Kaul is on trial for the murder of her lover and employer, Ranjeet Choudhary. A series of prosecution witnesses build a damning case against her - that the two of them had embezzled ...",5.5,30,1989
3062,Chorni,['0439499'],26 Feb 1982,Family,"Jeetendra, Neetu Singh, Shreeram Lagoo, Indrani Mukherjee",Circumstances force an innocent Deepa into the life of a hardened criminal. When a gang of spoiled rich young men Sukhdev cooks up a robbery and Deepa is locked up and sentenced to a remand...,5.3,24,1982
3063,Sarphira,['0344301'],10 Apr 1992,Action,"Sanjay Dutt, Madhavi, Kimi Katkar, Sumeet Saigal","Judge B.K. Sinha and his adopted son, Rajkishan are law-abider but the youngest in their house-hold, Suresh prove to be the opposite - is hot-tempered and is into shady activities. His ...",4.8,43,1992
3064,Jyoti Bane Jwala,['0262534'],06 Jun 1980,"Drama, Family, Action","Jeetendra, Vinod Mehra, Ashok Kumar","Suraj and Malti are in love and get very intimate. They are introduced to their respective families, and there is approval all round, and their marriage is to be finalized soon. Before that could happen, Suraj meets with an accident ",5.0,43,1980
3065,Aaj Ka Daur,['0154105'],01 Jan 1985,"Action, Drama","Jackie Shroff, Padmini Kolhapure, Nirupa Roy, Kader Khan",This movie reflects the time and era in India's history. A time that most politicians would prefer to turn a nelson's eye on; an era that would be excluded from most history books. This ...,5.2,36,1985
3066,Phool Aur Aag,['0286891'],14 May 1999,"Drama, Action, Comedy, Crime","Mithun Chakraborty, Jackie Shroff, Archana, Mohan Joshi",Deva's good deeds and actions are generally misunderstood by a lot of people including Jaswant; and his deeds are also deliberately twisted by his enemies including Choudhury.,4.7,35,1999
3067,Jaan Ki Baazi,['0361761'],25 Oct 1985,Action,"Sanjay Dutt, Anita Raj, Anuradha Patel",A girl is saved by a young man this experience brings them together. Their union faces obstacles in the future.,4.6,48,1985
3068,NH-8: Road to Nidhivan,['4671212'],17 Apr 2015,Horror,"Auroshika Dey, Arjun Fauzdar, Swaroopa Ghosh, Ravneet Kaur","The gripping film is inspired by true stories of the mysterious conception of Nidhivan, a place near Mathura. The film is set against the backdrop of a road trip of four friends from Mumbai...",2.7,35,2015
3069,Dharm Aur Qanoon,['0379249'],03 Aug 1984,"Adventure, Crime, Thriller","Rajesh Khanna, Dharmendra, Vinod Mehra, Asha Parekh","Justice Diwan lives in a palatial house with his wife, Sharda, and a son named Rajan. Diwan and Rajan do not get along and as a result, Rajan moves out and goes to live in a nearby slum ...",6.7,37,1984
3070,Phandebaaz,['0376071'],07 Jul 1978,"Action, Comedy","Dharmendra, Moushumi Chatterjee, Prem Chopra","Raajkumar Kakkar, a poor young man who resembles Rana Shantidas, a wealthy man, impersonates him and enjoys his credit to have all facilities. He falls in love with Shanti, a rich girl and discloses his true identity. The rich father",6.7,35,1978
3071,Roop Ki Rani Choron Ka Raja,['0107986'],16 Apr 1993,"Action, Drama, Musical, Romance, Thriller","Anil Kapoor, Sridevi, Anupam Kher, Paresh Rawal","Custom Officer, Verma red-handily catches Jagmohan Lal alias Jugran, smuggling price-less diamonds through India's airport. Before Verma could arrest him; he is killed by Jugran who then ...",4.9,866,1993
3072,5 Rifles,['0231592'],09 Aug 1974,"Action, Comedy","Rakesh Khanna, Rajesh Khanna, Ambika Johar",An Indian ruler struggles to rescue her family and liberate her land from the British.,6.5,36,1974
3073,Chalta Purza,['0381079'],24 Jun 1977,"Action, Thriller","Rajesh Khanna, Parveen Babi, Rakesh Roshan, Ajit","Rajesh Khanna plays the role of Amar an unemployed struggle in life, just because he believes in honesty. Ammar's eyes open when his mother dies in a car accident. He realizes that his ...",6.0,37,1977
3074,Yeh Nazdeekiyan,['0250121'],N/A,"Drama, Romance","Marc Zuber, Shabana Azmi, Parveen Babi","Sunil Verma is the head of an advertising agency, and lives with a middle-class life with his wife, Shobna. Although Sunil gets to meet many beautiful women during the course of his employment, he has never really had an affair with ",6.5,30,1982
3075,Hawas,['0408837'],26 Mar 2004,"Drama, Romance, Thriller","Shawar Ali, Meghna Naidu, Tarun Arora, Mukesh Tiwari","Complications arise when a bored young wife embarks on an extra-marital affair with a stranger, leading to emotional turmoil and eventually, murder.",2.7,203,2004
3076,Yeh Ishq Nahin Aasaan,['0277446'],21 Dec 1984,Romance,"Rishi Kapoor, Padmini Kolhapure, Asrani, Iftekhar","Architect and Poet Salim Ahmed Salim lives in Nizamuddin, India, along with his widowed mother. He re-locates to Lucknow where he is employed with Shirazi & Company. This is where he meets ...",6.3,39,1984
3077,Takkar,['0135666'],14 Jul 1995,"Action, Crime, Drama","Naseeruddin Shah, Sunil Shetty, Sonali Bendre",A convict studies law in prison and becomes a lawyer to seek revenge against the corrupt police officer who framed him on the very day of his marriage.,4.6,209,1995
3078,Sarfarosh,['0200087'],30 Apr 1999,"Action, Drama","Aamir Khan, Naseeruddin Shah, Sonali Bendre","After his brother is killed and father severely injured by terrorists, a young med student quits his studies to join the Indian Police Service to wipe out the terrorists.",8.1,"24,594",1999
3079,Aakhri Cheekh,['0259831'],03 May 1991,Horror,"Vijayendra Ghatge, Javed Khan, Sripradha","A evil man kills young women after having romantic affair with them. By knowing it, four friends get him arrested and electrocuted for death sentence. But his soul returns and starts taking revenge on them and their family one by one",5.0,53,1991
3080,Sachai Ki Taqat,['0260336'],N/A,"Action, Drama","Bob Christo, Dharmendra, Govinda, Shakti Kapoor","In trying to gather solid evidence against smuggler, Dr. Narendra, Nandanda, a journalist by profession is killed by a masked man, leaving his only son, Sagar to take revenge for his dad's ...",4.6,36,1989
3081,Miss 420,['0395668'],23 Jan 1998,"Action, Romance, Thriller","Baba Sehgal, Sheeba, Shakti Kapoor","A secret agent, is assigned to thwart the plans of a terrorist group, but she gets killed in an accident. A reporter who finds criminal evidence gets abducted and his sister decides to save him.",4.5,34,1998
3082,Aag Aur Shola,['0154104'],N/A,"Action, Drama, Romance","Jeetendra, Sridevi, Mandakini","Police Inspector Ram takes over charge of a police station in a crime-laden region of Bombay. He finds that whenever he attempts to arrest anyone, a gangster named Nagesh always intervenes and arranges their release. He confers with ",4.1,46,1986
3083,Ham Sab Chor Hain,['0231763'],N/A,Comedy,"I.S. Johar, Majnu, Shammi Kapoor, Nalini Jaywant","""Hum Sab Chor Hain"" Is The Story Of Two Happy-Go-Lucky Guys Who Are Up To All Tricks To Make For Themselves A Comfortable Living.",5.7,18,1956
3084,Bloody Isshq,['2404187'],01 Mar 2013,"Drama, Romance","Akash, Shilpa Anand, Karan Veer Mehra, Tripta Parashar",The story revolves around the three characters and showcases the love trap which Nirvaan throws for Natasha hiding the fact that he is married to Radhika. The love mystery unravels as destiny has something else planned for Nirvaan.,7.2,35,2013
3085,Aur Ek Prem Kahani,['0297001'],N/A,Romance,"Ramesh Aravind, Heera Rajgopal, Revathi, Sudhir Ahuja","Shankar and his wife, Kamla, live in a small bungalow in Madras, India, with his only daughter, Kokila, and a maidservant, Manga. Since he is an Engineer with his firm, he has to travel ...",7.0,32,1996
3086,Anhonee,['0044360'],01 Jan 1952,"Drama, Romance, Thriller","Nargis, Raj Kapoor, Agha",An impoverished advocate faces challenges after he falls in love with a wealthy woman who has a look-alike courtesan sister.,7.2,80,1952
